Hauptbereiche,Leistungsbereiche,Kürzel,Leistungsgruppen,"Insel, Insel Gruppe AG","Tiefenau, Insel Gruppe AG","Münsingen, Insel Gruppe AG","Aarberg, Insel Gruppe AG","Riggisberg, Insel Gruppe AG","Beau-Site, Hirslanden Bern AG","Permanence, Hirslanden Bern AG","Salem, Hirslanden Bern AG","Lindenhof, Lindenhof AG","Sonnenhof, Lindenhof AG","Engeried, Lindenhof AG","Gümligen, Siloah AG","Gümligen, Swiss Medical Network Hospitals SA","Bern, Stiftung Diaconis","Oster- mundigen, GH
Luna AG","Interlaken, Spitäler fmi AG","Frutigen, Spitäler fmi AG","Thun, STS AG","Zweisimmen, STS AG","Thun, Klinik Hohmad AG","Zweisimmen, GH Materinité Alpine","Burgdorf, RSE AG","Langnau, RSE AG","Langenthal, SRO AG","Biel, SZB AG","Biel, Hirslanden Klinik Linde AG Biel","Tschugg, Bethesda","St-Imier, Hôpital du Jura bernois SA","Moutier, Hôpital de Moutier SA","Delémont, Hôpital du Jura SA","Bürger- spital Solothurn, SoH AG","Fond. ""La Chrysalide"", Hôpital neuchâtelois","Pourtalès, Hôpital neuchâtelois","La-Chaux-de- Fonds, Hôpital neuchâtelois"
Bewegungs- apparat,Bewegungsapparat chirurgisch,BEW3,Handchirurgie,"befristet
(30.04.2024)","befristet
(30.04.2024)","befristet
(30.04.2024)","befristet
(30.04.2024)",,,"befristet
(30.04.2024)","befristet
(30.04.2024)","befristet
(30.04.2024)","befristet
(30.04.2024)","befristet
(30.04.2024)",,"befristet
(30.04.2024)",,,"befristet
(30.04.2024)","befristet
(30.04.2024)","befristet
(30.04.2024)",,,,"befristet
(30.04.2024)","befristet
(30.04.2024)","befristet
(30.04.2024)","befristet
(30.04.2024)","befristet
(30.04.2024)",,,"befristet
(30.04.2024)",,"befristet
(30.04.2024)",,,
Bewegungs- apparat,Bewegungsapparat chirurgisch,BEW4,"Arthroskopie der Schulter und des
Ellbogens",TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,,,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,,TRUE,,,
Bewegungs- apparat,Bewegungsapparat chirurgisch,BEW5,Arthroskopie des Knies,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,,,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,,TRUE,,,
Bewegungs- apparat,Bewegungsapparat chirurgisch,BEW6,Rekonstruktion obere Extremität,TRUE,"befristet
(31.12.2019)",TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,,,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,TRUE,,,
Bewegungs- apparat,Bewegungsapparat chirurgisch,BEW7,Rekonstruktion untere Extremität,TRUE,"befristet
(31.12.2019)",TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,,,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,TRUE,,,
Bewegungs- apparat,Bewegungsapparat chirurgisch,BEW7.1,Elektive Erstprothese Hüfte,"befristet
(30.04.2021)","befristet
(30.04.2021)","befristet
(30.04.2021)","befristet
(30.04.2021)","befristet
(30.04.2021)",,"befristet
(30.06.2021)","befristet
(30.06.2021)","befristet
(30.04.2021)","befristet
(30.04.2021)","befristet
(30.04.2021)",,"befristet
(30.04.2021)",,,"befristet
(30.04.2021)","befristet
(30.04.2021)","befristet
(30.04.2021)",,"befristet
(30.04.2021)",,"befristet
(30.04.2021)","befristet
(30.04.2021)","befristet
(30.04.2021)","befristet
(30.04.2021)","befristet
(30.04.2021)",,"befristet
(30.04.2021)","befristet
(30.04.2021)",,,,,
Bewegungs- apparat,Bewegungsapparat chirurgisch,BEW7.2,Elektive Erstprothese Knie,"befristet
(30.04.2021)","befristet
(30.04.2021)","befristet
(30.04.2021)","befristet
(30.04.2021)","befristet
(30.04.2021)",,"befristet
(30.06.2021)","befristet
(30.06.2021)","befristet
(30.04.2021)","befristet
(30.04.2021)","befristet
(30.04.2021)",,"befristet
(30.04.2021)",,,"befristet
(30.04.2021)","befristet
(30.04.2021)","befristet
(30.04.2021)",,"befristet
(30.04.2021)",,"befristet
(30.04.2021)","befristet
(30.04.2021)","befristet
(30.04.2021)","befristet
(30.04.2021)","befristet
(30.04.2021)",,"befristet
(30.04.2021)","befristet
(30.04.2021)",,,,,
Bewegungs- apparat,Bewegungsapparat chirurgisch,BEW7.3,Wechseloperationen Hüft- und Knieprothesen,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,,,TRUE,TRUE,TRUE,,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,,,,,
Bewegungs- apparat,Bewegungsapparat chirurgisch,BEW8,Wirbelsäulenchirurgie,TRUE,,TRUE,TRUE,,,TRUE,TRUE,TRUE,TRUE,,,"befristet
(31.12.2019)",,,TRUE,,TRUE,,,,TRUE,,TRUE,TRUE,TRUE,,,,,,,,
Bewegungs- apparat,Bewegungsapparat chirurgisch,BEW8.1,Spezialisierte Wirbelsäulenchirurgie,TRUE,,,TRUE,,,,TRUE,TRUE,TRUE,,,"befristet
(31.12.2020)",,,TRUE,,TRUE,,,,TRUE,,"befristet
(30.06.2022)",TRUE,TRUE,,,,,,,,
Bewegungs- apparat,Bewegungsapparat chirurgisch,BEW9,Knochentumore,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bewegungs- apparat,Bewegungsapparat chirurgisch,BEW10,Plexuschirurgie,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bewegungs- apparat,Bewegungsapparat chirurgisch,BEW11,Replantationen,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bewegungs- apparat,Rheumatologie,RHE1,Rheumatologie,TRUE,TRUE,TRUE,TRUE,"befristet
(31.12.2019)",,TRUE,TRUE,TRUE,TRUE,,,,,,TRUE,TRUE,TRUE,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,,,
Bewegungs- apparat,Rheumatologie,RHE2,Interdisziplinäre Rheumatologie,TRUE,TRUE,,,,,,,TRUE,,,,,,,,,,,,,TRUE,,,,,,,,,,,,
Gynäkologie & Geburtshilfe,Gynäkologie,GYN1,Gynäkologie,TRUE,,TRUE,,,TRUE,,TRUE,TRUE,,TRUE,,,,,TRUE,TRUE,TRUE,"befristet
(30.06.2021)",TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,,TRUE,,,
Gynäkologie & Geburtshilfe,Gynäkologie,GYNT,Gynäkologische Tumoren,TRUE,,,,,"Teil-LA2, befristet (30.06.2021)",,,Teil-LA2,,,,,,,,,Teil-LA2,,,,,,,hängige Beschwerde,,,,,,,,,
Gynäkologie & Geburtshilfe,Gynäkologie,GYN2,Maligne Neoplasien der Mamma,TRUE,,,,,,,TRUE,TRUE,,TRUE,,,,,TRUE,,TRUE,,"befristet
(30.06.2021)",,TRUE,"befristet
(30.06.2021)",TRUE,TRUE,TRUE,,TRUE,,,TRUE,,,
Gynäkologie & Geburtshilfe,Gynäkologie,PLC1,Eingriffe im Zusammenhang mit Transsexualität,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gynäkologie & Geburtshilfe,Geburtshilfe,GEBH,Geburtshäuser (ab 37. SSW),,,,,,,,,,,,,,,TRUE,,,,,,TRUE,,,,,,,,,,,,,
Gynäkologie & Geburtshilfe,Geburtshilfe,GEB1,Grundversorgung Geburtshilfe (ab 35 0/7 SSW und >= 2000g),TRUE,,TRUE,,,,,TRUE,TRUE,,TRUE,,,,,TRUE,TRUE,TRUE,,,,TRUE,,TRUE,TRUE,TRUE,,TRUE,,TRUE,TRUE,,TRUE,
Gynäkologie & Geburtshilfe,Geburtshilfe,GEB1.1,Geburtshilfe (ab 32 0/7 SSW und >= 1250g),TRUE,,,,,,,,hängige Beschwerde,,,,,,,,,,,,,,,,TRUE,,,,,,,,TRUE,
Gynäkologie & Geburtshilfe,Geburtshilfe,GEB1.1.1,Spezialisierte Geburtshilfe,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,
Gynäkologie & Geburtshilfe,Neugeborene,NEOG,"Grundversorgung Neugeborene Geburtshaus (ab 37.
SSW und GG 2000g)",,,,,,,,,,,,,,,TRUE,,,,,,TRUE,,,,,,,,,,,,,
Gynäkologie & Geburtshilfe,Neugeborene,NEO1,"Grundversorgung Neugeborene (ab 35 0/7 SSW und
GG >= 2000g)",TRUE,,TRUE,,,,,TRUE,TRUE,,TRUE,,,,,TRUE,TRUE,TRUE,,,,TRUE,,TRUE,TRUE,TRUE,,TRUE,,TRUE,TRUE,,TRUE,
Gynäkologie & Geburtshilfe,Neugeborene,NEO1.1,Neonatologie (ab GA 32 0/7 SSW und GG 1250g),TRUE,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,TRUE,
Gynäkologie & Geburtshilfe,Neugeborene,NEO1.1.1,"Spezialisierte Neonatologie (ab GA 28 0/7 SSW und
GG 1000g)",TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,
Gynäkologie & Geburtshilfe,Neugeborene,NEO1.1.1.1,"Hochspezialisierte Neonatologie (GA < 28 0/7 SSW
und GG < 1000g)",TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Übrige,(Radio-) Onkologie,ONK1,Onkologie,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,,,,,TRUE,TRUE,TRUE,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,,,
Übrige,,RAO1,Radio-Onkologie,TRUE,,,,,TRUE,,,TRUE,TRUE,TRUE,,,,,TRUE,TRUE,TRUE,,,,,,,TRUE,TRUE,,,,,,,,
Übrige,,NUK1,Nuklearmedizin,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,
Übrige,Schwere Verletzungen,UNF1,Unfallchirurgie (Polytrauma) (IVHSM),"IVHSM-Leistungsauftrag		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Übrige,Schwere Verletzungen,UNF1.1,"Spezialisierte Unfallchirurgie (Schädel-Hirn-Trauma)
(IVHSM)","IVHSM-Leistungsauftrag		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Übrige,Schwere Verletzungen,UNF2,"Ausgedehnte Verbrennungen (IVHSM), Behandlung von schweren Verbrennungen bei Kindern (IVHSM)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Querschnitts-bereiche,Querschnitts-bereiche,KINM,Kindermedizin,TRUE,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,TRUE,,,TRUE,
Querschnitts-bereiche,Querschnitts-bereiche,KINC,Kinderchirurgie,TRUE,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,
Querschnitts-bereiche,Querschnitts-bereiche,KINB,Basis-Kinderchirurgie,,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,,,TRUE,,TRUE,"befristet
(30.06.2021)",,,TRUE,,TRUE,,,,TRUE,TRUE,TRUE,TRUE,,TRUE,
Querschnitts-bereiche,Querschnitts-bereiche,GER,Akutgeriatrie Kompetenzzentrum,,TRUE,,,,,,TRUE,,,,TRUE,,,,TRUE,TRUE,TRUE,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,,,,,TRUE
Querschnitts-bereiche,Querschnitts-bereiche,SpezPalCare,Spezialisierte Pallitaive Care im Spital,TRUE,,,,,,,,,,TRUE,,,TRUE,,TRUE,,TRUE,,,,TRUE,,TRUE,TRUE,,,,,,,TRUE,,
Querschnitts-bereiche,Querschnitts-bereiche,AVA,Akutsomatische Versorgung Abhängigkeitskranker,TRUE,TRUE,TRUE,TRUE,TRUE,,,,TRUE,TRUE,TRUE,,,,,TRUE,TRUE,TRUE,TRUE,,,TRUE,TRUE,TRUE,TRUE,,,TRUE,TRUE,,TRUE,,,
